name,phone_num,address,sido,sigungu
로얄동물메디컬센터 본원,070-8660-0904,서울특별시 중랑구 면목동 146번지 75호,서울특별시,중랑구
로얄동물메디컬센터w,02-323-8275,서울특별시 마포구 서교동 444번지 5호,서울특별시,마포구
로얄동물병원,354-0975,서울특별시 은평구 구산동 1번지 1호,서울특별시,은평구
로얄동물암치료센터,02-6215-3416,서울특별시 중랑구 면목동 146번지 75호,서울특별시,중랑구
로얄동물외과수술센터,070-8660-0936,서울특별시 중랑구 면목동 146번지 75호,서울특별시,중랑구
로엘동물병원,457-8575,서울특별시 광진구 자양동 606번지 14호,서울특별시,광진구
로운동물의료센터,02-6953-7576,서울특별시 강서구 등촌동 507번지 8호 렙쇼메이빌딩,서울특별시,강서구
로이동물병원,02-927-7878,서울특별시 성북구 동소문동6가 237번지,서울특별시,성북구
로잔동물의료센터,02-872-7588,서울특별시 관악구 봉천동 40번지 29호 수안빌딩 1층,서울특별시,관악구
롯데동물병원,973-5959,서울특별시 노원구 중계동 503번지 시영1단지B상가,서울특별시,노원구
리더스 동물병원,02-2652-1865,서울특별시 양천구 신정동 117번지 37호,서울특별시,양천구
리베동물메디컬센터,02-6953-7502,서울특별시 송파구 삼전동 28번지 2호,서울특별시,송파구
리센츠 스타 동물병원,02-419-1010,"서울특별시 송파구 잠실동 22번지 6호 리센츠상가 1층 C13,C14호",서울특별시,송파구
리오동물병원,02-415-7579,서울특별시 송파구 신천동 17번지 파크리오상가,서울특별시,송파구
리즈동물병원,2062-1110,서울특별시 양천구 목동 773번지 3호 106호,서울특별시,양천구
리즈동물병원,535-7579,서울특별시 서초구 잠원동 49번지 8호,서울특별시,서초구
링크동물의료센터,02-393-7577,서울특별시 서대문구 북아현동 251번지 40호,서울특별시,서대문구
마곡M동물의료센터,0226627515,서울특별시 강서구 방화동 245번지 31호,서울특별시,강서구
마곡나무 동물병원,2661-7515,서울특별시 강서구 마곡동 747번지,서울특별시,강서구
마더스동물병원,445-7579,서울특별시 강남구 세곡동 581번지 강남리더스프라자,서울특별시,강남구
마루동물병원,02-443-8898,서울특별시 송파구 거여동 290번지 3호 우토 파크빌딩,서울특별시,송파구
마리동물병원,02-323-7582,서울특별시 마포구 동교동 174번지 14호,서울특별시,마포구
마리스동물의료센터,02-442-8287,서울특별시 강동구 암사동 462번지 3호,서울특별시,강동구
마음사랑 동물병원,02-2666-2611,서울특별시 강서구 내발산동 750번지 발산로얄타워,서울특별시,강서구
마음을 나누는 동물병원,02-365-7582,서울특별시 서대문구 북아현동 136번지 21호 e편한세상신촌 4단지,서울특별시,서대문구
마이펫동물의료센터,512-2575,서울특별시 강남구 삼성동 119번지 3호,서울특별시,강남구
마인동물의료센터,02-2039-8900,"서울특별시 강북구 번동 411번지 8호 해솔빌딩 1층 102호, B1층 102호",서울특별시,강북구
맑은 동물병원,02-2234-1379,서울특별시 동대문구 신설동 109번지 13호 청계천 대성 스카이렉스1,서울특별시,동대문구
망원동물종합병원,02-332-0175,서울특별시 마포구 망원동 386번지 2호 망원 양경회관,서울특별시,마포구
메디펫 동물병원,02-586-7501,서울특별시 서초구 서초동 1343번지 1호,서울특별시,서초구
메디펫동물병원,02-384-0075,서울특별시 은평구 갈현동 394번지 27호,서울특별시,은평구
메이플 동물의료센터,02-426-7979,서울특별시 강동구 강일동 75번지 10호 골드프라자 202-203호,서울특별시,강동구
메인동물병원,02-979-8575,서울특별시 노원구 공릉동 576번지 22호,서울특별시,노원구
메종동물병원,02-2038-7555,서울특별시 중구 신당동 102번지 6호,서울특별시,중구
면목동물병원,437-7579,서울특별시 중랑구 면목동 606번지 6호,서울특별시,중랑구
모네동물피부과,070-8691-3121,서울특별시 강북구 미아동 137번지 24호,서울특별시,강북구
모두동물병원,02-2060-7975,"서울특별시 구로구 개봉동 403번지 229호 , 조양빌딩1층",서울특별시,구로구
모모동물병원,0226627975,서울특별시 강서구 마곡동 798번지 14호,서울특별시,강서구
목동 동물병원,2648-8275,서울특별시 양천구 목동 907번지 10호,서울특별시,양천구
몽마르뜨 동물병원,02-595-7588,서울특별시 서초구 방배동 755번지 5호 오릭스오피스텔,서울특별시,서초구
문정탑동물병원,02-431-0275,서울특별시 송파구 문정동 4번지 2호 성해아파트상가 1층,서울특별시,송파구
문정힐스 동물병원,0507-1375-5852,"서울특별시 송파구 문정동 652번지 4호 힐스테이트에코문정상가 1층 120,121호",서울특별시,송파구
미니주동물병원,2651-8575,서울특별시 양천구 목동 601번지 6호,서울특별시,양천구
미드미동물의료센터,02-6497-7582,서울특별시 강동구 명일동 345번지 20호 연우빌딩,서울특별시,강동구
미래동물병원,386-6092,서울특별시 은평구 갈현동 498번지 3호,서울특별시,은평구
미래동물병원,2608-0234,서울특별시 강서구 화곡동 425번지 1호 8통 6반 청구빌라,서울특별시,강서구
미래동물병원,949-5975,서울특별시 노원구 공릉동 94번지 6호 13통 7반,서울특별시,노원구
미래지동물의료센터,2233-7574,서울특별시 중구 신당동 368번지 19호,서울특별시,중구
미소동물병원,929-1212,서울특별시 성북구 종암동 68번지 1호,서울특별시,성북구
미소동물의료센터,02-2603-0075,서울특별시 강서구 화곡동 한화 유로메트로 102 1501,서울특별시,강서구
미소로동물병원,2679-9997,서울특별시 영등포구 영등포동8가 72번지 미소로,서울특별시,영등포구
민병철동물병원,2695-1231,서울특별시 양천구 신월동 50번지 5호,서울특별시,양천구
민트동물병원,707-2235,서울특별시 용산구 산천동 202번지 삼성테마트 119호,서울특별시,용산구
밀리언동물병원,02-2061-5277,서울특별시 양천구 신정동 1028번지 4호,서울특별시,양천구
바다동물병원(Bada Animal Hospital),02-792-2561,서울특별시 용산구 용산동5가 24번지 파크타워 지하1층,서울특별시,용산구
바로슬동물병원,02-6953-7599,서울특별시 송파구 방이동 180번지 3호 올림픽타워빌,서울특별시,송파구
바론동물병원,02-965-0075,서울특별시 동대문구 이문동 292번지 10호 이문동 웰츠타워,서울특별시,동대문구
바른동물병원,02-2297-7570,서울특별시 성동구 금호동4가 800번지 금호동대우아파트 상가동,서울특별시,성동구
바른동물병원,02-2232-7975,서울특별시 중구 황학동 2523번지 황학 아크로타워,서울특별시,중구
바우라움동물병원,02-6454-6182,서울특별시 성동구 행당동 377번지 서울숲 더샵 4층,서울특별시,성동구
바우라움동물병원,0264546182,서울특별시 성동구 행당동 155번지 1호 파크에비뉴 엔터식스,서울특별시,성동구
바우미우동물병원,2237-3366,서울특별시 중구 신당동 336번지 3호 명덕빌딩,서울특별시,중구
박동물병원,3665-5982,서울특별시 강서구 내발산동 655번지 12호,서울특별시,강서구
박창석종합동물병원,02-6405-7582,서울특별시 마포구 도화동 182번지 6호,서울특별시,마포구
박철환동물병원,02-2244-7479,서울특별시 동대문구 장안동 100번지 8호,서울특별시,동대문구
박형우동물병원,02-488-8275,서울특별시 강동구 성내동 322번지 6호 EMK빌딩,서울특별시,강동구
박효리군 동물병원,02-326-0275,서울특별시 마포구 망원동 338번지 76호,서울특별시,마포구
반려동물 의료센터 다울,02-3473-0911,서울특별시 서초구 방배동 915번지 10호 우성빌딩,서울특별시,서초구
반포자이동물병원,02-3476-3535,서울특별시 서초구 반포동 20번지 51호 베리스타운102/108호,서울특별시,서초구
방배한강동물병원,593-7667,서울특별시 서초구 방배동 811번지 11호 지상1층,서울특별시,서초구
방주동물의료센터,02-476-3927,서울특별시 강동구 성내동 449번지 13호,서울특별시,강동구
방주종합동물병원,454-9975,서울특별시 광진구 중곡동 161번지 27호,서울특별시,광진구
방학동물병원,3494-0075,서울특별시 도봉구 방학동 653번지 17호,서울특별시,도봉구
방학동물외과센터,3494-0075,서울특별시 도봉구 방학동 653번지 17호 3층,서울특별시,도봉구
백년동물병원,373-2923,서울특별시 서대문구 홍은동 398번지 9호,서울특별시,서대문구
백산동물병원,511-6364,서울특별시 강남구 역삼동 725번지 15호 2층,서울특별시,강남구
백슬동물병원,02-393-7588,서울특별시 중구 만리동2가 273번지 서울역센트럴자이,서울특별시,중구
베를린 동물치과센터,02-830-1494,서울특별시 송파구 방이동 180번지 3호 올림픽타워빌,서울특별시,송파구
베이동물병원,02-749-7588,서울특별시 용산구 이촌동 300번지 23호 한강맨션 11 102,서울특별시,용산구
베이지동물병원,02-2295-9888,서울특별시 성동구 하왕십리동 1070번지 센트라스상가 D 106,서울특별시,성동구
벨라동물병원,859-8775,서울특별시 구로구 구로동 501번지 12호 진명빌딩,서울특별시,구로구
별난동물병원,02-905-9119,서울특별시 도봉구 쌍문동 716번지 31호,서울특별시,도봉구
보광동물병원,790-9808,서울특별시 용산구 보광동 80번지 11호,서울특별시,용산구
보노보노동물병원,903-5525,서울특별시 강북구 수유동 472번지 268호 예향교회 1층,서울특별시,강북구
보담동물병원,02-494-7775,서울특별시 중랑구 면목동 17번지 31호,서울특별시,중랑구
보듬동물병원,0269547544,서울특별시 도봉구 쌍문동 256번지 에벤에셀아파트,서울특별시,도봉구
보라매동물병원,02-885-2130,서울특별시 관악구 봉천동 971번지 14호 1층,서울특별시,관악구
보라매웰종합동물병원,02-3280-7975,서울특별시 동작구 대방동 401번지 21호,서울특별시,동작구
보람동물병원,465-7582,서울특별시 광진구 군자동 363번지 4호,서울특별시,광진구
보람동물병원,434-5465,서울특별시 중랑구 면목동 353번지 4호,서울특별시,중랑구
보성통증동물병원,943-8376,서울특별시 성북구 정릉동 285번지 4호 정호빌딩,서울특별시,성북구
보타닉동물병원,02-6952-3676,서울특별시 강서구 가양동 1458번지 가양골프장,서울특별시,강서구
봄날동물병원,02-6949-0413,서울특별시 양천구 목동 753번지 12호,서울특별시,양천구
봄봄동물병원,02-969-7579,서울특별시 동대문구 회기동 62번지 8호,서울특별시,동대문구
봄사랑 동물병원,02-6951-4327,서울특별시 강남구 압구정동 455번지 상가 제2층,서울특별시,강남구
봉식동물병원,02-983-7000,서울특별시 강북구 미아동 777번지 3호,서울특별시,강북구
봉천현대동물병원,02-878-9978,서울특별시 관악구 봉천동 1612번지 1호,서울특별시,관악구
북아현동물병원,393-0075,서울특별시 서대문구 북아현동 126번지 12호,서울특별시,서대문구
북악동물병원,391-4575,서울특별시 종로구 홍지동 127번지 7호 5통 5반 지층,서울특별시,종로구
불광동물병원,356-1656,서울특별시 은평구 불광동 274번지 10호,서울특별시,은평구
브라운동물병원,6224-3858,서울특별시 노원구 중계동 525번지 풍림(아) 111-1808,서울특별시,노원구
