,hospital_name,hospital_phone,hospital_address
318,강내동물병원,233-2145,충청북도 청주시 흥덕구 강내면 탑연리 173번지 5호 2통
319,강동24시 SKY 동물의료센터,02-472-7579,서울특별시 강동구 성내동 244번지 2호
320,강동동물병원,02-472-7343,서울특별시 강동구 길동 336번지 4호
321,강동동물병원,033-256-3319,강원도 춘천시 신동면 정족리 377번지 1호
322,강동물병원,761-0383,경상남도 진주시 하대동 337번지 3호
323,강동물병원,325-7579,대구광역시 북구 관음동 1383번지 14호
324,강릉동물병원,641-7584,강원도 강릉시 옥천동 161번지 1호
325,강릉축협동물병원,645-2101,강원도 강릉시 입암동 448번지
326,강민동물병원(출장진료전문병원),***********,충청북도 제천시 백운면 원월리 85번지 2호
327,강북 24시 N 동물의료센터,984-0075,서울특별시 성북구 길음동 1163번지
328,강북동물병원,985-7525,서울특별시 강북구 번동 309번지 덕수빌딩 1층
329,강북동물병원,***********,경상북도 경산시 하양읍 동서리 592번지 1호
330,강북동물병원,924-4555,서울특별시 성북구 종암동 19번지 1호
331,강북종합,***********,충청남도 공주시 신관동 642번지 1호
332,강산동물병원,,경상북도 경주시 시래동 1147번지 4호
333,강산동물병원,031-656-6166,경기도 안성시 대덕면 내리 165번지
334,강산동물병원,***********,강원도 홍천군 홍천읍 연봉리 75번지
335,강산동물병원,***********,경기도 여주시 홍문동 231번지
336,강서YD동물의료센터,02-518-7500,서울특별시 강서구 등촌동 658번지 4호
337,강서동물병원,233-7512,충청북도 청주시 흥덕구 비하동 714번지
338,강서동물병원,233-7512,충청북도 청주시 흥덕구 비하동 714번지
339,강서동물병원,2691-5900,서울특별시 강서구 화곡동 421번지 23호
340,강아지나라동물병원,574-5957,경기도 남양주시 진접읍 장현리 351번지 42호
341,강아지와고양이나라 동물병원,439-3578,인천광역시 남동구 논현동 605번지 11호
342,강애동물병원,,경상남도 창원시 서상동 591번지 2호
343,강애동물병원,055-262-5152,경상남도 창원시 성산구 안민동 72번지 한솔프라자
344,강앤정 동물병원,02-305-7505,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이
345,강영석동물병원,041-633-4200,충청남도 홍성군 홍성읍 오관리 297번지 29호
346,강우동물병원,***********,경상남도 거창군 거창읍 김천리 54번지
347,강원대학교 부속 동물병원,033-250-8606,강원도 춘천시 효자동 192번지 1호
348,강원대학교부설 야생동물구조센터,033-250-7500,강원도 춘천시 효자동 192번지 1호 강원대학교
349,강원동물병원,***********,강원도 홍천군 홍천읍 연봉리 175번지 23호
350,강원동물병원,033-766-7494,강원도 원주시 중앙동 43번지 2호
351,강원동물병원,***********,강원도 삼척시 근덕면 광태리 216번지 1호
352,강원양돈축산업협동조합동물병원,642-2212,강원도 강릉시 교동 1888번지 3호
353,강이동물병원,,충청남도 예산군 광시면 광시리 657번지 2호 104호
354,강일웅 동물메디컬 센터,,울산광역시 남구 삼산동 1551번지 7호
355,강주혁동물병원,***********,경상북도 성주군 용암면 상언리 619번지 8호
356,강진동물약품병원,,전라남도 강진군 강진읍 동성리 33번지 1호
357,강진완도축협동물병원,,전라남도 강진군 강진읍 평동리 253번지
358,강한우리동물병원,***********,충청남도 당진시 합덕읍 운산리 268번지 95호
359,강해철 동물병원,***********,경상북도 문경시 모전동 883번지 6호
360,강현림 종합동물병원,2642-9159,서울특별시 양천구 목동 657번지 16호
361,강형모동물병원,***********,경상남도 합천군 합천읍 합천리
362,같은마음 동물병원,02-6949-5915,경기도 광명시 광명동 342번지 5호
363,개금동물병원,324-9954,부산광역시 사상구 주례동 23번지 2호
364,개명동물병원,2619-0888,서울특별시 구로구 개봉동 403번지 138호
365,개봉동물병원,2615-5014,서울특별시 구로구 고척동 265번지 4호 28통 8반
366,개와냥이동물병원,02-352-7275,서울특별시 은평구 대조동 14번지 27호 2층
367,개포동물병원,02-3412-7582,서울특별시 강남구 개포동 186번지 17호 개포종합상가 1층
368,개포동물병원,031-771-7278,경기도 양평군 양서면 양수리 565번지 11호
369,개포별빛동물병원,573-7582,서울특별시 강남구 개포동 1229번지 11호 동성빌딩1층
370,거부기 동물병원,***********,경기도 고양시 일산동구 장항동 742번지 1호 한라밀라트 B 113
371,거산동물병원,363-2550,충청남도 당진시 신평면 거산리 161번지 4호 거산동물병원
372,거산동물병원,,충청남도 당진군 신평면 거산리 233번지 6호
373,거제동물메디컬센터,0556327582,경상남도 거제시 수월동 1043번지 92호
374,거제동물병원,862-8668,부산광역시 연제구 거제동 608번지 18호
375,거창축산업협동조합동물병원,944-9976,경상남도 거창군 거창읍 대평리 1497번지 3호
376,건강한동물병원,,전라남도 영암군 영암읍 서남리 69번지 1호
377,건국 대동물병원,***********,충청남도 서산시 읍내동 169번지 6호
378,건국 동물병원,031-721-4111,경기도 성남시 수정구 태평동 3659번지 낙원스카이뷰
379,건국 종합 가축병원 (출장전문병원),031-676-7773,경기도 안성시 일죽면 송천리 47번지 7호
380,건국가축병원,***********,경상북도 상주시 신봉동 337번지 5호
381,건국대학교 부속 동물병원,450-0472,서울특별시 광진구 화양동 1번지
382,건국동물병원,,충청북도 청주시 청원구 내수읍 마산리 159번지 16호
383,건국동물병원,,충청남도 당진군 당진읍 읍내리 531번지 11호
384,건국동물병원,***********,경상북도 경주시 외동읍 입실리 1005번지 8호
385,건국동물병원,569-0277,경기도 구리시 교문동 765번지 대명상가
386,건국동물병원,***********,강원도 홍천군 홍천읍 연봉리 39번지
387,건국동물병원,,충청남도 당진시 읍내동 531번지 11호
388,건국동물병원 (출장진료 전문),665-7763,경기도 평택시 청북읍 어연리 108번지 1호
389,건국동물병원(출장진료전문),,충청남도 아산시 둔포면 둔포리 445번지 7호
390,건동물병원,***********,경상남도 창녕군 대지면 효정리 29번지
391,건우동물병원,***********,경기도 양주시 은현면 선암리 342번지 18호
392,검단이담동물의료센터,0327102440,인천광역시 서구 원당동 0번지 세중시그니쳐
393,검단종합동물병원,,인천광역시 서구 마전동 1020번지 14호
394,검암동물병원,***********,인천광역시 서구 검암동 613번지 1호
395,겨울나는나비 동물병원,055-853-9101,경상남도 사천시 용현면 선진리 103번지 7호
396,견우동물병원,0542527577,경상북도 포항시 북구 두호동 1052번지 2호
397,견우동물병원,767-0079,경기도 광주시 태전동 261번지 14호
398,경기 동물 영상 센터,,경기도 수원시 장안구 조원동 675번지 2호
399,경기도 도우미견나눔센터,031-8008-4371,경기도 화성시 마도면 쌍송리 704번지 경기도보건수의센터
400,경기도 반려동물 테마파크 동물병원,031-8030-4462,경기도 여주시 상거동 380번지 4호
401,경기도 야생동물 구조관리센터,03180086212,경기도 평택시 진위면 동천리 56번지 3호
402,경기동물메디컬센터,031-375-8875,"경기도 오산시 원동 299번지 1호 101호, 201호"
403,경기동물병원,865-2137,경기도 동두천시 생연동 689번지 5호 3통 1반
404,경기동물병원,,경기도 가평군 청평면 청평리 438번지 23호 경기동물병원
405,경기동물병원(출장진료 전문),031-666-6501,경기도 평택시 서정동 303번지 1호
406,경기동물전문병원,***********,경기도 이천시 중리동 208번지 7호
407,경기북부야생동물구조관리센터,03180304452,경기도 연천군 전곡읍 양원리 525번지 2호
408,경기중앙동물병원,***********,경기도 안양시 만안구 안양동 510번지 6호 신강빌딩 지상1층
409,경남동물병원,356-3100,경상남도 밀양시 내일동 644번지
410,경남동물병원,055-752-5803,경상남도 진주시 일반성면 창촌리 643번지 4호
411,경남수의동물병원,***********,경상남도 창녕군 계성면 명리 954번지 5호
412,경남수의동물병원(출장진료전문병원),,경상남도 진주시 상평동 317번지 2호
413,경남야생동물센터,055-772-2335,경상남도 진주시 가좌동 900번지 경상대학교
414,경남우유동물병원,293-9509,경상남도 창원시 동읍 용잠리 396번지 1호
415,경남유우동물병원,293-9509,경상남도 창원시 의창구 동읍 용잠리 396번지 1호
416,경동가축병원,***********,경상북도 영주시 하망동 249번지 8호 14통 3반
417,경동동물병원,765-9988,인천광역시 중구 경동 240번지 60호
418,경북가축병원,,경상북도 안동시 금곡동 124번지 1호 0통 0반
419,경북가축병원,352-5630,대구광역시 북구 노원동2가 290번지 3호
420,경북대동물병원,762-0164,경상북도 경주시 안강읍 안강리 304번지 4호
421,경북대학교 수의과대학 부속동물병원,053-950-6898,대구광역시 북구 산격동 1370번지 1호 경북대학교 수의과대학
422,경북대학교 수의과대학 부속동물병원(분원),054-530-1970,경상북도 상주시 가장동 386번지 경북대학교상주캠퍼스
423,경북동물병원,***********,경상북도 고령군 쌍림면 고곡리 257번지 7호
424,경북종합동물병원,541-0304,경상북도 상주시 함창읍 구향리 122번지 80호
425,경산동물병원,***********,경상북도 경산시 중방동 846번지 6호
426,경산의 삽살개육종연구소,***********,경상북도 경산시 와촌면 박사리 산21번지 1호
427,경산축산농협 동물병원,856-7585,경상북도 경산시 자인면 서부리 662번지 9호
428,경상국립대학교 동물의료원,055-772-2323,경상남도 진주시 가좌동
429,경상국립대학교수의과대학부속동물병원,055-772-2324,경상남도 진주시 가좌동
430,경상동물병원,***********,경상남도 함안군 가야읍 도항리 100번지 3호
431,경상동물병원,055-263-5144,경상남도 창원시 상남동 1번지 5호 대한상가104호
432,경상동물병원,,경상남도 산청군 산청읍 지리 119번지 3호
433,경상동물병원,055-263-5144,경상남도 창원시 성산구 상남동 1번지 5호 대한상가
434,경상북도 야생동물 구조관리센터,054-840-8251,
435,경서동물병원,0231580733,경기도 고양시 덕양구 화전동 219번지 14호
436,경의,,경상북도 의성군 의성읍 후죽리 474번지 5호 2통
437,경인동물의료센터,02-571-8275,서울특별시 영등포구 영등포동 423번지 44호 1층
438,경일 동물병원,055-297-1919,경상남도 창원시 마산회원구 회성동 449번지 9호
439,경주동물메디컬센터,054-727-2475,경상북도 경주시 성동동 188번지 10호
440,경주동물병원,772-4712,경상북도 경주시 성동동 420번지 3호
441,경주시 동물사랑보호센터 동물병원,054-760-2885,경상북도 경주시 천북면 신당리 915번지 21호 경주시 동물보호센터
442,경주축협동물병원(황성점),054-773-7381,
443,경희궁 바른 동물병원,***********,서울특별시 종로구 홍파동 42번지 13호 경희궁자이 2단지 상가 2229
444,계림동물병원,,경상북도 상주시 복룡동 341번지
445,계산동물병원,032-549-2626,인천광역시 계양구 작전동 855번지 14호 2층
446,계양 24시 SKY 동물병원,275-7575,인천광역시 계양구 작전동 901번지 4호
447,계양 동물 메디컬 센터,032-555-9975,인천광역시 계양구 계산동 942번지 37호 1층
448,계양동물병원,032-551-8275,인천광역시 계양구 효성동 320번지 1호
449,계절엔 동물의료센터,042-368-7575,대전광역시 유성구 관평동 1343번지
450,고강동물병원,683-5137,경기도 부천시 고강동 474번지 1호
451,고고동물병원,***********,경상북도 상주시 공성면 옥산리 171번지
452,고대영동물병원,413-8275,경기도 안산시 상록구 성포동 593번지 25호 정인프라자 1층 102
453,고덕 고래힐동물병원,02-441-5515,"서울특별시 강동구 고덕동 688번지 래미안힐스테이트고덕 상가 2층 212,213호"
454,고덕 동물의료센터,02-441-7585,서울특별시 강동구 고덕동 210번지 1호 고덕센트럴푸르지오
455,고덕24시 동물병원,02-6227-8275,
456,고동물병원,246-0473,부산광역시 중구 남포동5가 51번지 7호
457,고득영동물병원,2608-0973,서울특별시 강서구 화곡동 861번지 8호 9통 2반
458,고래 동물병원,***********,경기도 시흥시 은행동 34번지
